,Đường,Phường-Xã,Quận-Huyện,Thành Phố,Giá,Loại tin,Loại BDS,Chính chủ,Pháp lý,DT,Chiều ngang,Chiều dài,Số lầu,Số phòng ngủ,Hướng,Đường trước nhà,Phòng ăn,Nhà bếp,Sân thượng,Chổ để xe hơi
1197,Đường Trần Văn Giàu, Xã Bình Lợi, Huyện Bình Chánh, Hồ Chí Minh,"1,2 tỷ",Cần bán,"Đất thổ cư, đất ở",---,Sổ hồng/ Sổ đỏ,80 m,5m,16m,---,---,_,30m,---,---,---,---
1198,Đường Thạch Lam, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh,"4,6 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,44 m,4m,11m,3,3,_,4m,Y,Y,Y,---
1199,Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh,"34,5 tỷ",Cần bán,Nhà mặt tiền,---,---,104 m,"5,5m",23m,3,6,_,30m,---,---,---,---
1200,hẻm 151 Đường Liên khu 4 - 5, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh,"4,45 tỷ",Cần bán,"Biệt thự, nhà liền kề",---,Sổ hồng/ Sổ đỏ,60 m,6m,10m,3,4,Tây,6m,Y,Y,Y,---
1201,Đường Lê Đại Hành, Phường 13, Quận 11, Hồ Chí Minh,35 tỷ,Cần bán,"Biệt thự, nhà liền kề",---,---,220 m,11m,20m,3,6,_,8m,---,---,---,---
1202,Đường DD5, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh,"2,1 tỷ",Cần bán,"Đất nền, liền kề, đất dự án",---,Sổ hồng/ Sổ đỏ,78 m,---,---,---,---,_,8m,---,---,---,---
1203,Đường Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh,"6,75 tỷ",Cần bán,Căn hộ chung cư,---,---,109 m,---,---,---,---,_,---,---,---,---,---
1204,Đường Quốc Lộ 50, Xã Phong Phú, Huyện Bình Chánh, Hồ Chí Minh,"2,1 tỷ",Cần bán,"Đất thổ cư, đất ở",---,---,98 m,---,---,---,---,_,12m,---,---,---,---
1205,Đường Hoàng Văn Thụ, Phường 8, Quận Phú Nhuận, Hồ Chí Minh,32 tỷ,Cần bán,Nhà mặt tiền,---,---,140 m,6m,20m,4,9,_,30m,---,---,---,---
1206,Đường Lam Sơn, Phường 6, Quận Bình Thạnh, Hồ Chí Minh,55 tỷ,Cần bán,Nhà mặt tiền,---,---,290 m,18m,22m,2,6,_,30m,---,---,---,---
1207,Đường Cây Trâm, Phường 8, Quận Gò Vấp, Hồ Chí Minh,"4,49 tỷ",Cần bán,Nhà mặt tiền,---,---,122 m,"4,5m",---,3,4,_,8m,---,---,---,---
1208,Đường Lê Hồng Phong, Phường 10, Quận 10, Hồ Chí Minh,42 tỷ,Cần bán,Nhà mặt tiền,---,---,175 m,7m,25m,2,3,_,30m,---,---,---,---
1209,Đường Ngô Gia Tự, Phường 6, Quận 10, Hồ Chí Minh,34 tỷ,Cần bán,Nhà mặt tiền,---,---,97 m,"4,1m",34m,1,1,_,30m,---,---,---,---
1210,Đường Lê Văn Lương, Phường Tân Phong, Quận 7, Hồ Chí Minh,"4,2 tỷ",Cần bán,"Đất thổ cư, đất ở",---,Sổ hồng/ Sổ đỏ,90 m,---,---,---,---,_,12m,---,---,---,---
1211,Đường Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, Hồ Chí Minh,60 tỷ,Cần bán,Nhà mặt tiền,---,---,150 m,6m,22m,3,6,_,30m,---,---,---,---
1212,Đường Phổ Quang, Phường 2, Quận Tân Bình, Hồ Chí Minh,"42,5 tỷ",Cần bán,Nhà trong hẻm,---,---,300 m,12m,25m,2,6,_,8m,---,---,---,---
1213,Đường Lê Hồng Phong, Phường 3, Quận 5, Hồ Chí Minh,114 tỷ,Cần bán,Nhà mặt tiền,---,---,220 m,10m,22m,8,15,_,30m,---,---,---,---
1214,Đường Huỳnh Lan Khanh, Phường 2, Quận Tân Bình, Hồ Chí Minh,"21,5 tỷ",Cần bán,Nhà trong hẻm,---,---,82 m,---,---,4,4,_,10m,---,---,---,---
1215,Đường An Nhơn Tây, Xã An Nhơn Tây, Huyện Củ Chi, Hồ Chí Minh,"1,49 tỷ",Cần bán,"Đất thổ cư, đất ở",---,Sổ hồng/ Sổ đỏ,110 m,5m,22m,---,---,_,20m,---,---,---,---
1216,Đường Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh,142 tỷ,Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,225 m,10m,22m,3,5,_,20m,---,---,---,---
1217,Đại lộ Thăng Long, Phường 4, Quận Tân Bình, Hồ Chí Minh,"22,5 tỷ",Cần bán,Nhà trong hẻm,---,---,137 m,---,---,4,4,_,8m,---,---,---,---
1218,Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Hồ Chí Minh,"1,8 tỷ",Cần bán,"Đất thổ cư, đất ở",---,Sổ hồng/ Sổ đỏ,78 m,---,---,---,---,_,10m,---,---,---,---
1219,Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Hồ Chí Minh,"1,53 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,60 m,"3,5m","7,5m",2,2,Tây,6m,Y,Y,---,---
1220,Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Hồ Chí Minh,"12,5 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,170 m,8m,21m,2,3,_,12m,Y,Y,Y,Y
1221,Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh,"4,5 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,200 m,"4,5m",11m,4,4,Nam,6m,Y,Y,Y,Y
1222,Đường Số 15, Phường Tân Quy, Quận 7, Hồ Chí Minh,120 triệu / m,Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,98 m,"3,5m",28m,1,6,_,20m,Y,Y,Y,Y
1223,Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh,100 triệu / m,Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,152 m,8m,20m,1,2,_,40m,Y,Y,Y,Y
1224,Đường Nguyễn Văn Mại, Phường 4, Quận Tân Bình, Hồ Chí Minh,"22,5 tỷ",Cần bán,Nhà trong hẻm,---,---,137 m,---,---,4,4,_,8m,---,---,---,---
1225,Đường số 34, Phường Bình An, Quận 2, Hồ Chí Minh,85 tỷ,Cần bán,Nhà mặt tiền,---,---,284 m,15m,20m,3,6,_,20m,Y,Y,Y,Y
1226,Đường Trần Văn Giàu, Xã Phạm Văn Hai, Huyện Bình Chánh, Hồ Chí Minh,"1,5 tỷ",Cần bán,"Đất thổ cư, đất ở",---,Sổ hồng/ Sổ đỏ,100 m,5m,20m,---,---,Đông Bắc,20m,---,---,---,---
1227,Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh,"7,49 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,64 m,0m,0m,4,4,_,8m,Y,Y,Y,Y
1228,Đường Tỉnh lộ 10, Xã Phạm Văn Hai, Huyện Bình Chánh, Hồ Chí Minh,"1,2 tỷ",Cần bán,"Đất thổ cư, đất ở",---,Sổ hồng/ Sổ đỏ,80 m,5m,16m,---,---,_,16m,---,---,---,---
1229,Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh,"4,9 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,39 m,3m,13m,3,5,_,6m,Y,Y,Y,Y
1230,Đường Nguyễn Văn Linh, Phường Bình Thuận, Quận 7, Hồ Chí Minh,110 triệu / m,Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,152 m,8m,20m,1,1,_,40m,Y,Y,Y,Y
1231,Đường Nguyễn Thái Sơn, Phường 4, Quận Gò Vấp, Hồ Chí Minh,"10,2 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,85 m,"4,2m",20m,5,9,_,6m,---,---,---,---
1232,Đường Phạm Viết Chánh, Phường 19, Quận Bình Thạnh, Hồ Chí Minh,"7,6 tỷ",Cần bán,"Shop, kiot, quán",---,Sổ hồng/ Sổ đỏ,90 m,9m,10m,2,2,_,4m,---,---,---,---
1233,Đường Nguyễn Thị Rành, Xã Nhuận Đức, Huyện Củ Chi, Hồ Chí Minh,"1,25 tỷ",Cần bán,"Đất nông, lâm nghiệp",---,Sổ hồng/ Sổ đỏ,670 m,10m,67m,---,---,_,6m,---,---,---,---
1234,Đường Phan Xích Long, Phường 7, Quận Phú Nhuận, Hồ Chí Minh,"13,9 tỷ",Cần bán,Nhà mặt tiền,---,---,68 m,"4,5m",13m,3,4,_,5m,Y,Y,Y,Y
1235,Đường Số 8, Phường 11, Quận Gò Vấp, Hồ Chí Minh,"3,8 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,52 m,"3,6m",15m,2,4,_,5m,Y,Y,Y,Y
1236,Đường Hiệp Bình, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh,"6,6 tỷ",Cần bán,"Biệt thự, nhà liền kề",---,Sổ hồng/ Sổ đỏ,72 m,4m,18m,4,4,_,5m,---,---,---,Y
1237,Đường Số 25, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh,"10,55 tỷ",Cần bán,"Đất thổ cư, đất ở",---,Sổ hồng/ Sổ đỏ,120 m,8m,15m,---,---,_,12m,---,---,---,---
1238,Đường Trường Chinh, Phường 14, Quận Tân Bình, Hồ Chí Minh,27 tỷ,Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,252 m,9m,28m,3,8,_,10m,Y,Y,Y,Y
1239,Đường số 297, Phường Phước Long B, Quận 9, Hồ Chí Minh,14 tỷ,Cần bán,Nhà mặt tiền,---,---,132 m,5m,20m,2,4,_,15m,---,---,---,---
1240,Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh,8 tỷ,Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,68 m,5m,"13,5m",3,4,_,20m,Y,Y,Y,Y
1241,Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh,6 tỷ,Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,230 m,5m,11m,4,4,_,5m,---,---,---,Y
1242,Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Hồ Chí Minh,"3,9 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,45 m,"4,5m",10m,2,2,_,6m,Y,Y,Y,Y
1243,Đường Nguyễn Thị Rành, Xã Trung Lập Hạ, Huyện Củ Chi, Hồ Chí Minh,"1,7 tỷ",Cần bán,"Đất thổ cư, đất ở",---,---,120 m,---,---,---,---,_,14m,---,---,---,---
1244,Đường Nguyễn Văn Khối, Phường 9, Quận Gò Vấp, Hồ Chí Minh,"3,9 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,50 m,4m,"12,5m",2,2,_,8m,Y,Y,Y,Y
1245,Đường Lê Trọng Tấn, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh,"3,8 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,52 m,4m,13m,3,4,_,7m,Y,Y,Y,Y
1246,Đường Thạnh Thới, Xã Long Hòa, Huyện Cần Giờ, Hồ Chí Minh,"1,35 tỷ",Cần bán,"Đất thổ cư, đất ở",---,---,180 m,10m,18m,---,---,_,6m,---,---,---,---
1247,Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Hồ Chí Minh,"3,75 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,41 m,"4,1m",10m,2,2,_,5m,Y,Y,Y,Y
1248,Đường Số 23, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh,"15,9 tỷ",Cần bán,"Đất thổ cư, đất ở",---,Sổ hồng/ Sổ đỏ,234 m,13m,18m,---,---,_,12m,---,---,---,---
1249,Đường Liên khu 4 - 5, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh,"21,101 triệu / m",Cần bán,"Biệt thự, nhà liền kề",---,Sổ hồng/ Sổ đỏ,206 m,"4,3m",12m,3,4,_,7m,---,---,---,---
1250,Đường Tân Liêm, Xã Phong Phú, Huyện Bình Chánh, Hồ Chí Minh,580 triệu,Cần bán,"Đất thổ cư, đất ở",---,Sổ hồng/ Sổ đỏ,108 m,6m,18m,---,---,_,12m,---,---,---,---
1251,Đường Số 16, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh,"4,35 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,60 m,---,---,1,2,Bắc,6m,---,---,---,---
1252,Đường Liên khu 4 - 5, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh,"3,7 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,52 m,4m,13m,2,3,_,6m,Y,Y,Y,Y
1253,Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh,1 tỷ,Cần bán,Căn hộ chung cư,---,Giấy tờ hợp lệ,80 m,---,---,---,3,_,---,Y,Y,---,Y
1254,Đường số 27, Phường 6, Quận Gò Vấp, Hồ Chí Minh,"10,5 tỷ",Cần bán,"Phòng trọ, nhà trọ",---,---,130 m,---,---,4,12,_,6m,---,---,---,---
1255,Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Hồ Chí Minh,"7,7 tỷ",Cần bán,Nhà trong hẻm,---,---,89 m,---,---,3,5,_,7m,---,---,---,---
1256,Đường Tân Thành, Phường 10, Quận 5, Hồ Chí Minh,"48,8 tỷ",Cần bán,Nhà mặt tiền,---,---,234 m,8m,28m,1,2,_,20m,---,---,---,---
1257,Đường Nguyễn Oanh, Phường 17, Quận Gò Vấp, Hồ Chí Minh,7 tỷ,Cần bán,Nhà trong hẻm,---,---,81 m,---,---,3,5,_,6m,---,---,---,---
1258,Đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, Hồ Chí Minh,12 tỷ,Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,90 m,5m,18m,2,2,_,8m,---,---,---,---
1259,Đường Quang Trung, Phường 11, Quận Gò Vấp, Hồ Chí Minh,"7,8 tỷ",Cần bán,Nhà trong hẻm,---,---,85 m,---,---,2,5,_,6m,---,---,---,---
1260,Đường Số 17, Phường Linh Tây, Thành phố Thủ Đức, Hồ Chí Minh,"7,3 tỷ",Cần bán,"Đất thổ cư, đất ở",---,Sổ hồng/ Sổ đỏ,91 m,6m,"15,2m",---,---,Tây Nam,6m,---,---,---,---
1261,Đường Số 1, Phường 16, Quận Gò Vấp, Hồ Chí Minh,8 tỷ,Cần bán,Nhà mặt tiền,---,---,100 m,---,---,---,3,_,12m,---,---,---,---
1262,Đường Số 8, Phường 11, Quận Gò Vấp, Hồ Chí Minh,"10,9 tỷ",Cần bán,Nhà mặt tiền,---,---,100 m,---,---,2,5,_,12m,---,---,---,---
1263,Đường Cống Lở, Phường 15, Quận Tân Bình, Hồ Chí Minh,"2,6 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,34 m,"3,3m",11m,---,2,_,"2,5m",Y,Y,---,---
1264,Đường số 30, Phường 6, Quận Gò Vấp, Hồ Chí Minh,"7,6 tỷ",Cần bán,Nhà trong hẻm,---,---,125 m,---,---,1,3,_,6m,---,---,---,---
1265,Đường Cây Trâm, Phường 9, Quận Gò Vấp, Hồ Chí Minh,8 tỷ,Cần bán,Nhà trong hẻm,---,---,105 m,---,---,3,5,_,7m,---,---,---,---
1266,Đường Cây Trâm, Phường 9, Quận Gò Vấp, Hồ Chí Minh,"6,2 tỷ",Cần bán,Nhà trong hẻm,---,---,95 m,---,---,1,3,_,6m,---,---,---,---
1267,Đường Lê Đức Thọ, Phường 6, Quận Gò Vấp, Hồ Chí Minh,"7,8 tỷ",Cần bán,Nhà trong hẻm,---,---,78 m,---,---,3,5,_,7m,---,---,---,---
1268,Đường Đinh Đức Thiện, Xã An Phú Tây, Huyện Bình Chánh, Hồ Chí Minh,"1,55 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,85 m,5m,17m,1,4,Đông,8m,---,---,---,---
1269,Đường Đa Phước, Xã Đa Phước, Huyện Bình Chánh, Hồ Chí Minh,470 triệu,Cần bán,"Đất thổ cư, đất ở",---,Sổ hồng/ Sổ đỏ,100 m,5m,20m,---,---,_,12m,---,---,---,---
1270,Đường số 30, Phường 6, Quận Gò Vấp, Hồ Chí Minh,"7,1 tỷ",Cần bán,Nhà trong hẻm,---,---,90 m,---,---,2,5,_,7m,---,---,---,---
1271,Đường Lý Thường Kiệt, Phường 11, Quận Tân Bình, Hồ Chí Minh,"30,5 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,140 m,---,---,3,5,_,8m,---,---,---,---
1272,Đường Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, Hồ Chí Minh,"6,7 tỷ",Cần bán,Nhà trong hẻm,---,---,73 m,---,---,2,4,_,6m,---,---,---,---
1273,Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Hồ Chí Minh,6 tỷ,Cần bán,Nhà trong hẻm,---,---,86 m,---,---,---,3,_,6m,---,---,---,---
1274,18 Đường Nguyễn Văn Giai, Phường Đa Kao, Quận 1, Hồ Chí Minh,310 tỷ,Cần bán,"Đất thổ cư, đất ở",---,Sổ hồng/ Sổ đỏ,900 m,15m,55m,2,4,_,30m,Y,Y,Y,Y
1275,Đường Bàn Cờ, Phường 3, Quận 3, Hồ Chí Minh,"35,9 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,8m,21m,6,30,_,8m,---,---,---,---
1276,Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, Hồ Chí Minh,"6,7 tỷ",Cần bán,Nhà trong hẻm,---,---,95 m,---,---,---,4,_,6m,---,---,---,---
1277,Đường Đặng Văn Sâm, Phường 2, Quận Tân Bình, Hồ Chí Minh,"16,5 tỷ",Cần bán,Nhà mặt tiền,---,Giấy tờ hợp lệ,105 m,7m,15m,4,6,_,12m,Y,Y,Y,Y
1278,Đường Lê Thị Hồng, Phường 17, Quận Gò Vấp, Hồ Chí Minh,"9,5 tỷ",Cần bán,Nhà trong hẻm,---,---,100 m,---,---,2,5,_,8m,---,---,---,---
1279,Đường Ký Con, Phường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh,35 tỷ,Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,67 m,"3,8m",20m,1,2,_,20m,---,---,---,---
1280,35 Đường Phú Thuận, Phường Phú Thuận, Quận 7, Hồ Chí Minh,"2,35 tỷ",Cần bán,Căn hộ chung cư,---,---,97 m,---,---,---,2,_,---,---,---,---,---
1281,Đường Nguyễn Văn Lượng, Phường 17, Quận Gò Vấp, Hồ Chí Minh,7 tỷ,Cần bán,Nhà trong hẻm,---,---,95 m,---,---,1,5,_,6m,---,---,---,---
1282,Đường Trần Văn Giàu, Xã Phạm Văn Hai, Huyện Bình Chánh, Hồ Chí Minh,"1,575 tỷ",Cần bán,"Đất thổ cư, đất ở",---,Sổ hồng/ Sổ đỏ,105 m,5m,21m,---,---,_,30m,---,---,---,---
1283,Đường Nguyễn Oanh, Phường 7, Quận Gò Vấp, Hồ Chí Minh,"17,5 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,80 m,7m,24m,4,10,_,12m,Y,Y,Y,Y
1284,Đường Bùi Thị Điệt, Xã Phạm Văn Cội, Huyện Củ Chi, Hồ Chí Minh,"11,5 tỷ",Cần bán,"Đất thổ cư, đất ở",---,Sổ hồng/ Sổ đỏ,2.360 m,25m,100m,---,---,_,20m,---,---,---,---
1285,Đường Phạm Văn Bạch, Phường 12, Quận Gò Vấp, Hồ Chí Minh,"7,8 tỷ",Cần bán,Nhà trong hẻm,---,---,95 m,---,---,2,5,_,6m,---,---,---,---
1286,Đường Bàn Cờ, Phường 3, Quận 3, Hồ Chí Minh,36 tỷ,Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,200 m,17m,21m,6,30,_,8m,---,---,---,---
1287,Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh,"19,4 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,53 m,"3,2m","17,2m",4,6,_,20m,---,---,---,---
1288,Đường Phan Đăng Lưu, Phường 3, Quận Phú Nhuận, Hồ Chí Minh,22 tỷ,Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,120 m,5m,25m,6,15,_,10m,---,---,---,---
1289,Đường Võ Văn Vân, Phường Tân Tạo A, Quận Bình Tân, Hồ Chí Minh,"3,3 tỷ",Cần bán,"Đất thổ cư, đất ở",---,Sổ hồng/ Sổ đỏ,84 m,4m,21m,---,---,_,6m,---,---,---,---
1290,Đường Quang Trung, Phường 10, Quận Gò Vấp, Hồ Chí Minh,"7,7 tỷ",Cần bán,Nhà trong hẻm,---,---,75 m,---,---,2,4,_,6m,---,---,---,---
1291,Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh,"5,99 tỷ",Cần bán,"Biệt thự, nhà liền kề",---,Sổ hồng/ Sổ đỏ,200 m,"6,5m",16m,3,4,_,10m,Y,Y,Y,Y
1292,Đường Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Hồ Chí Minh,18 tỷ,Cần bán,Nhà mặt tiền,---,---,160 m,"5,5m",30m,3,3,_,12m,---,---,---,---
1293,Đường Thống Nhất, Phường 11, Quận Gò Vấp, Hồ Chí Minh,"7,8 tỷ",Cần bán,Nhà trong hẻm,---,---,90 m,---,---,3,5,_,6m,---,---,---,---
1294,Đường Phùng Văn Cung, Phường 7, Quận Phú Nhuận, Hồ Chí Minh,"8,2 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,55 m,"5,5m",10m,2,2,_,5m,Y,Y,Y,Y
1295,Đường Hoàng Sa, Phường Đa Kao, Quận 1, Hồ Chí Minh,17 tỷ,Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,57 m,4m,14m,4,7,Đông Nam,10m,Y,Y,Y,---
1296,Đường Trần Văn Giàu, Xã Phạm Văn Hai, Huyện Bình Chánh, Hồ Chí Minh,"3,2 tỷ",Cần bán,"Đất thổ cư, đất ở",---,---,100 m,5m,20m,---,---,_,16m,---,---,---,---
1297,Đường Thái Phiên, Phường 8, Quận 11, Hồ Chí Minh,7 tỷ,Cần bán,Nhà trong hẻm,---,---,40 m,5m,8m,3,4,_,10m,---,---,---,---
1298,Đường Cộng Hòa, Phường 13, Quận Tân Bình, Hồ Chí Minh,"8,5 tỷ",Cần bán,Nhà trong hẻm,---,---,96 m,"6,1m",16m,2,2,_,4m,---,---,---,---
1299,Đường Thống Nhất, Phường 11, Quận Gò Vấp, Hồ Chí Minh,"11,9 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,84 m,4m,21m,4,4,_,8m,---,---,---,---
1300,Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Hồ Chí Minh,"1,55 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,80 m,4m,10m,2,2,_,6m,Y,Y,---,Y
1301,Đường Huỳnh Văn Bánh, Phường 14, Quận Phú Nhuận, Hồ Chí Minh,16 tỷ,Cần bán,Nhà trong hẻm,---,---,90 m,"5,5m",16m,5,12,_,6m,---,---,---,---
1302,Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh,32 tỷ,Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,80 m,"4,13m","19,75m",2,5,Nam,20m,Y,Y,---,---
1303,Đường Trần Phú, Phường 4, Quận 5, Hồ Chí Minh,"9,5 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,60 m,4m,15m,4,6,Tây Bắc,4m,---,---,---,---
1304,Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh,20 tỷ,Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,84 m,6m,14m,3,4,_,6m,---,---,---,---
1305,Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Hồ Chí Minh,"1,75 tỷ",Cần bán,"Đất thổ cư, đất ở",---,Sổ hồng/ Sổ đỏ,80 m,5m,16m,---,---,_,12m,---,---,---,---
1306,Đường số 48, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh,"5,2 tỷ",Cần bán,"Đất nền, liền kề, đất dự án",---,Sổ hồng/ Sổ đỏ,101 m,4m,25m,---,---,_,7m,---,---,---,---
1307,Đường Lạc Long Quân, Phường 8, Quận Tân Bình, Hồ Chí Minh,"8,45 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,65 m,"4,2m",15m,3,5,_,5m,---,---,---,---
1308,Hồ Chí Minh Đường Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh,62 tỷ,Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,110 m,"7,5m",---,6,27,_,8m,Y,Y,Y,Y
1309,Đường Chiến Lược, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh,"2,6 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,32 m,"3,5m",9m,1,2,_,4m,Y,Y,---,---
1310,Đường Cư Xá Phú Hòa, Phường 5, Quận 11, Hồ Chí Minh,"5,95 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,68 m,"3,5m",18m,1,2,_,6m,---,---,---,---
1311,Đường Cư Xá Phú Lâm D, Phường 10, Quận 6, Hồ Chí Minh,"8,4 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,74 m,4m,"18,5m",3,3,_,12m,---,---,---,---
1312,Đường số 44, Phường 10, Quận 6, Hồ Chí Minh,"9,2 tỷ",Cần bán,Nhà mặt tiền,---,Sổ hồng/ Sổ đỏ,80 m,4m,20m,3,4,_,15m,---,---,---,---
1313,Đường Lạc Long Quân, Phường 10, Quận Tân Bình, Hồ Chí Minh,"1,85 tỷ",Cần bán,Nhà trong hẻm,---,Sổ hồng/ Sổ đỏ,15 m,---,---,2,1,_,2m,Y,Y,Y,Y
1314,Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh,"2,85 tỷ",Cần bán,Căn hộ chung cư,---,Sổ hồng/ Sổ đỏ,64 m,---,---,4,2,Tây Bắc,---,Y,Y,Y,Y
1315,Mặt Tiền Đường Đào Trí, Phường Phú Mỹ, Quận 7, Hồ Chí Minh,"1,79 tỷ",Cần bán,Căn hộ chung cư,---,Giấy tờ hợp lệ,53 m,---,---,34,2,Đông,---,---,---,---,---
1316,Đường Trần Văn Giàu, Xã Lê Minh Xuân, Huyện Bình Chánh, Hồ Chí Minh,"1,2 tỷ",Cần bán,"Đất thổ cư, đất ở",---,Sổ hồng/ Sổ đỏ,80 m,5m,16m,---,---,_,16m,---,---,---,---
